claim,language,label,source,evidence,topic
The Nalanda University was one of the greatest centres of learning in the ancient world,en,True,encyclopaedia,Nalanda in Bihar attracted scholars from across Asia between the 5th and 12th centuries CE,culture
Sanskrit literature includes some of the world's oldest texts,en,True,encyclopaedia,"The Vedas, composed in Sanskrit, are among the oldest known scriptures in the world",culture
The game of Snakes and Ladders originated in ancient India,en,True,encyclopaedia,The game was originally called Moksha Patam and taught moral lessons,culture
Indian classical music is based on ragas and talas,en,True,encyclopaedia,Ragas are melodic frameworks and talas are rhythmic cycles in Indian classical music,culture
The Sundarbans mangrove forest is shared by India and Bangladesh,en,True,encyclopaedia,The Sundarbans is home to the Bengal tiger and is a UNESCO World Heritage Site,culture
Carnatic music is the classical music of South India,en,True,encyclopaedia,Carnatic music has a rich tradition of compositions by saints like Tyagaraja and Muthuswami Dikshitar,culture
The Koodiyattam is the oldest surviving form of Sanskrit theatre,en,True,encyclopaedia,Koodiyattam from Kerala was inscribed on UNESCO's Intangible Cultural Heritage list in 2001,culture
Indian philosophy includes six major orthodox schools called Darshanas,en,True,encyclopaedia,"The six Darshanas are Nyaya, Vaisheshika, Samkhya, Yoga, Mimamsa, and Vedanta",culture
The game of Kabaddi originated in India,en,True,encyclopaedia,Kabaddi is a contact sport that has been played in India for centuries,culture
The Mughal miniature painting tradition blended Persian and Indian styles,en,True,encyclopaedia,"Mughal miniature paintings flourished during the reigns of Akbar, Jahangir, and Shah Jahan",culture
The Panchatantra is an ancient Indian collection of animal fables,en,True,encyclopaedia,The Panchatantra was composed around 300 BCE and has been translated into over 50 languages,culture
The Vedas are the oldest sacred texts of Hinduism,en,True,encyclopaedia,"There are four Vedas: the Rigveda, Samaveda, Yajurveda, and Atharvaveda",culture
Yoga was recognised by the UN and June 21 is celebrated as International Yoga Day,en,True,encyclopaedia,The UN declared June 21 as International Yoga Day in 2014 at India's proposal,culture
The Mahabharata is the longest epic poem in the world,en,True,encyclopaedia,The Mahabharata has about 100000 verses making it the world's longest epic,culture
The game of Polo is believed to have originated in Central Asia and Persia,en,True,encyclopaedia,Polo was popularised in India during the Mughal period and later spread to the West,culture
"The World Economic Forum is held annually in Davos, Switzerland",en,True,encyclopaedia,The WEF brings together global leaders to discuss major economic and social issues,economics
India's service sector accounts for more than half of its GDP,en,True,encyclopaedia,"India's IT, finance, and hospitality sectors are major contributors to its economy",economics
Agriculture employs about 40 percent of India's workforce,en,True,encyclopaedia,"Despite its large workforce share, agriculture contributes about 16 percent of India's GDP",economics
The SENSEX is the benchmark index of the Bombay Stock Exchange,en,True,encyclopaedia,The SENSEX tracks the performance of 30 financially sound companies listed on the BSE,economics
The NIFTY 50 is the benchmark index of the National Stock Exchange of India,en,True,encyclopaedia,The NIFTY 50 represents 50 large companies across key sectors of the Indian economy,economics
India's Make in India initiative was launched in 2014 to boost manufacturing,en,True,encyclopaedia,Make in India aimed to transform India into a global manufacturing hub,economics
The Union Budget of India is presented annually by the Finance Minister,en,True,encyclopaedia,The Union Budget outlines government revenues and expenditures for the upcoming fiscal year,economics
Demonetisation in India in 2016 withdrew 500 and 1000 rupee notes,en,True,encyclopaedia,The Indian government demonetised high-denomination currency on November 8 2016,economics
India is one of the world's top recipients of foreign remittances,en,True,encyclopaedia,The Indian diaspora sends tens of billions of dollars in remittances to India each year,economics
The Pradhan Mantri Jan Dhan Yojana opened millions of bank accounts for unbanked Indians,en,True,encyclopaedia,PMJDY was launched in 2014 to provide universal access to banking services,economics
India is the world's largest producer of generic medicines,en,True,encyclopaedia,India supplies about 20 percent of global generic drug exports by volume,economics
Small and medium enterprises form the backbone of India's economy,en,True,encyclopaedia,SMEs in India contribute about 30 percent of GDP and employ over 110 million people,economics
The Indian Railways is one of the world's largest rail networks,en,True,encyclopaedia,Indian Railways operates over 13000 trains daily transporting about 23 million passengers,economics
India is the world's largest producer of tea,en,True,encyclopaedia,India produces about 1.3 billion kg of tea per year mainly from Assam and Darjeeling,economics
India is the world's second largest producer of wheat,en,True,encyclopaedia,India's wheat production exceeds 100 million tonnes annually,economics
The start-up ecosystem in India is the third largest in the world,en,True,encyclopaedia,India has over 100 unicorn start-ups valued at over one billion dollars each,economics
Tata Group is one of India's oldest and largest conglomerates,en,True,encyclopaedia,The Tata Group was founded by Jamsetji Tata in 1868 and operates in over 100 countries,economics
India's Unified Payments Interface processed billions of transactions in 2023,en,True,encyclopaedia,UPI transactions in India surpassed 100 billion annually by 2023,economics
Reliance Industries is the largest company in India by market capitalisation,en,True,encyclopaedia,Reliance Industries was founded by Dhirubhai Ambani in 1966,economics
India has one of the world's fastest growing aviation markets,en,True,encyclopaedia,India's domestic air passenger traffic has grown rapidly making it a top aviation market,economics
The pancreas produces both insulin and digestive enzymes,en,True,encyclopaedia,The pancreas has both endocrine functions producing hormones and exocrine functions producing enzymes,health
The kidneys filter about 200 litres of blood per day,en,True,encyclopaedia,The kidneys remove waste products and excess fluid from the blood,health
Osteoporosis causes bones to become weak and brittle,en,True,encyclopaedia,Osteoporosis is more common in older women and can be prevented with calcium and vitamin D,health
The human body has approximately 100000 km of blood vessels,en,True,encyclopaedia,If all blood vessels were laid end to end they would circle the Earth about 2.5 times,health
An electrocardiogram or ECG measures the electrical activity of the heart,en,True,encyclopaedia,ECGs are used to detect heart arrhythmias and other cardiac conditions,health
The human lung capacity is about 6 litres of air,en,True,encyclopaedia,"The total lung capacity varies by age, sex, and body size",health
Cholesterol is a fatty substance found in the blood,en,True,encyclopaedia,High LDL cholesterol increases the risk of heart disease and stroke,health
The World Health Organization was founded on April 7 1948,en,True,encyclopaedia,World Health Day is celebrated on April 7 each year,health
Anaemia is caused by a lack of healthy red blood cells,en,True,encyclopaedia,Iron deficiency is the most common cause of anaemia globally,health
The Ayushman Bharat scheme provides health insurance to poor families in India,en,True,encyclopaedia,Ayushman Bharat was launched in 2018 and covers over 500 million beneficiaries,health
Yoga and meditation are proven to reduce stress and improve mental health,en,True,encyclopaedia,Regular yoga practice lowers cortisol levels and improves psychological wellbeing,health
Polio has been eradicated in India since 2014,en,True,encyclopaedia,India was certified polio-free by the WHO on March 27 2014,health
Leprosy is one of the oldest known diseases in human history,en,True,encyclopaedia,India launched the National Leprosy Eradication Programme to eliminate the disease,health
The National Health Mission in India aims to provide accessible healthcare,en,True,encyclopaedia,The NHM was launched in 2013 to strengthen the public health system in India,health
Diarrhoeal diseases are a leading cause of child mortality in developing countries,en,True,encyclopaedia,Access to clean water and sanitation is critical to preventing diarrhoeal disease,health
The average human body temperature is approximately 37 degrees Celsius,en,True,encyclopaedia,Normal body temperature ranges from 36.1°C to 37.2°C,health
Breast cancer is the most commonly diagnosed cancer among women globally,en,True,encyclopaedia,Early detection through mammography significantly improves survival rates,health
Mental health disorders affect about one in four people worldwide,en,True,encyclopaedia,Depression and anxiety are among the most common mental health conditions globally,health
The Pradhan Mantri Swasthya Suraksha Yojana strengthens health infrastructure in India,en,True,encyclopaedia,PMSSY was launched to correct regional imbalances in healthcare access in India,health
WHO's STOP TB strategy aims to end tuberculosis as a public health problem by 2030,en,True,encyclopaedia,India has one of the highest burdens of tuberculosis globally and runs a national TB programme,health
The Statue of Unity in India is the world's tallest statue,en,True,encyclopaedia,The Statue of Unity stands 182 metres tall and depicts Sardar Vallabhbhai Patel,general
India has the largest diaspora population in the world,en,True,encyclopaedia,Over 32 million people of Indian origin live outside India,general
The Konkan Railway is known for its scenic route along India's western coast,en,True,encyclopaedia,"The Konkan Railway runs through Maharashtra, Goa, and Karnataka",general
Corbett National Park was India's first national park established in 1936,en,True,encyclopaedia,Jim Corbett National Park in Uttarakhand is named after the hunter-naturalist Jim Corbett,general
The Snow Leopard is native to the mountain ranges of Central and South Asia,en,True,encyclopaedia,Snow leopards are found in the Himalayas and are listed as vulnerable,general
India has more than 100 wildlife sanctuaries and 50 national parks,en,True,encyclopaedia,India's protected areas cover a significant portion of the country's biodiversity,general
Project Tiger was launched in India in 1973 to protect the Bengal tiger,en,True,encyclopaedia,Project Tiger has helped increase India's tiger population from about 1800 to over 3000,general
The Indian One Horned Rhinoceros is found mainly in Assam,en,True,encyclopaedia,The majority of Indian one-horned rhinos live in Kaziranga National Park in Assam,general
The Andaman and Nicobar Islands are a union territory of India in the Bay of Bengal,en,True,encyclopaedia,The Andaman and Nicobar Islands consist of over 570 islands,general
Lakshadweep is India's smallest union territory,en,True,encyclopaedia,Lakshadweep is an archipelago of 36 islands in the Arabian Sea,general
India's National Highway network spans over 140000 kilometres,en,True,encyclopaedia,India is continuously expanding its national highway network to improve connectivity,general
The Golden Quadrilateral is India's largest national highway project,en,True,encyclopaedia,"The Golden Quadrilateral connects Delhi, Mumbai, Chennai, and Kolkata",general
India is the world's largest producer of cotton,en,True,encyclopaedia,India produces about 6 million tonnes of cotton annually,economics
India is the world's largest producer of jute,en,True,encyclopaedia,West Bengal is the leading jute-producing state in India,economics
The Bombay Stock Exchange was established in 1875,en,True,encyclopaedia,The BSE is Asia's oldest stock exchange,economics
The National Stock Exchange of India was founded in 1992,en,True,encyclopaedia,The NSE is India's largest stock exchange by trading volume,economics
BHIM app is a digital payment application developed in India,en,True,encyclopaedia,BHIM stands for Bharat Interface for Money and is built on the UPI platform,technology
India's semiconductor industry is rapidly growing,en,True,encyclopaedia,India has announced incentives to attract semiconductor manufacturing investments,technology
DigiLocker is a digital document storage service provided by the Indian government,en,True,encyclopaedia,DigiLocker allows citizens to store and access official documents digitally,technology
India launched the Digital India programme in 2015,en,True,encyclopaedia,Digital India aims to transform India into a digitally empowered society,technology
The IIT system is India's premier network of engineering institutions,en,True,encyclopaedia,The Indian Institutes of Technology were established starting in 1951,general
IIM Ahmedabad is one of India's top business schools,en,True,encyclopaedia,The Indian Institutes of Management are India's premier management education institutions,general
India's AIIMS are top government medical institutions,en,True,encyclopaedia,All India Institutes of Medical Sciences provide world-class medical education and healthcare,health
India launched the Swachh Bharat Mission to promote sanitation,en,True,encyclopaedia,The Clean India Mission launched in 2014 aimed to make India open defecation free,health
Jal Jeevan Mission aims to provide tap water to all rural households in India,en,True,encyclopaedia,The mission launched in 2019 aims to connect every rural household to safe drinking water,health
India's National Food Security Act ensures subsidised food grains to two thirds of the population,en,True,encyclopaedia,The NFSA enacted in 2013 guarantees food security to about 813 million people,economics
Pradhan Mantri Awas Yojana aims to provide affordable housing to all Indians,en,True,encyclopaedia,PMAY was launched in 2015 to address the housing shortage in urban and rural India,economics
MNREGA guarantees 100 days of wage employment per year to rural households,en,True,encyclopaedia,The Mahatma Gandhi National Rural Employment Guarantee Act was enacted in 2005,economics
India's Aarogya Setu app was developed during the COVID-19 pandemic,en,True,encyclopaedia,Aarogya Setu was launched in April 2020 for contact tracing and health updates,technology
India's CoWIN platform managed COVID-19 vaccine registrations,en,True,encyclopaedia,CoWIN was used to register over a billion COVID-19 vaccine doses in India,technology
Vishwanathan Anand is India's first chess grandmaster,en,True,encyclopaedia,Anand became a grandmaster in 1988 and has won the World Chess Championship five times,sports
Mary Kom is a world champion boxer from India,en,True,encyclopaedia,Mary Kom from Manipur has won the World Amateur Boxing Championship six times,sports
Mithali Raj is India's highest run-scorer in women's cricket,en,True,encyclopaedia,Raj scored over 10000 runs in international cricket over a 23-year career,sports
The Durand Cup is India's oldest football tournament,en,True,encyclopaedia,The Durand Cup was established in 1888 making it one of the oldest football tournaments in the world,sports
Pro Kabaddi League was launched in India in 2014,en,True,encyclopaedia,The Pro Kabaddi League popularised kabaddi as a professional sport in India,sports
The Battle of Marathon in 490 BCE inspired the modern marathon race,en,True,encyclopaedia,Legend says a Greek messenger ran from Marathon to Athens to announce victory over Persia,history
Copernicus proposed that the Sun is at the centre of the solar system,en,True,science,Nicolaus Copernicus published his heliocentric model in 1543,science
Galileo Galilei improved the telescope and supported the heliocentric model,en,True,science,Galileo was put under house arrest by the Inquisition for supporting heliocentrism,science
The theory of plate tectonics was developed in the 20th century,en,True,science,Alfred Wegener proposed the concept of continental drift in 1912 which led to plate tectonics theory,science
Vaccines were first developed by Edward Jenner using cowpox to prevent smallpox,en,True,science,Jenner tested his smallpox vaccine in 1796 laying the foundation for immunology,science
The Human Genome Project was completed in 2003,en,True,science,The HGP mapped the entire human DNA sequence across all 23 chromosome pairs,science
Nanotechnology works at the scale of individual atoms and molecules,en,True,science,"Nanotechnology has applications in medicine, electronics, and materials science",technology
Quantum computing uses quantum bits or qubits to process information,en,True,technology,Quantum computers can solve certain problems exponentially faster than classical computers,technology
The Amazon rainforest is home to about 10 percent of all species on Earth,en,True,encyclopaedia,The Amazon basin hosts an estimated 3 million species of plants and animals,geography
The Pacific Ring of Fire is an area of intense seismic and volcanic activity,en,True,encyclopaedia,About 90 percent of the world's earthquakes occur in the Ring of Fire,geography
The Gulf Stream is a warm ocean current that moderates Europe's climate,en,True,encyclopaedia,The Gulf Stream flows from the Gulf of Mexico northward along the US coast to Europe,geography
El Niño is a climate pattern caused by warming of the central Pacific Ocean,en,True,encyclopaedia,El Niño events affect weather patterns globally causing droughts and floods in different regions,geography
Permafrost is ground that remains frozen for more than two years,en,True,encyclopaedia,Thawing permafrost releases methane contributing to climate change,geography
The Coriolis effect causes winds to curve due to Earth's rotation,en,True,science,The Coriolis effect deflects winds to the right in the Northern Hemisphere and to the left in the Southern,science
Monsoon winds bring seasonal rainfall to South and Southeast Asia,en,True,encyclopaedia,India receives most of its annual rainfall during the southwest monsoon from June to September,geography
India's southwest monsoon typically arrives in Kerala by June 1,en,True,encyclopaedia,The onset of the monsoon in Kerala signals the start of the rainy season across India,geography
