claim,language,label,source,evidence,topic
"ஆக,. தமிழகத்தில் உள்ள அரசு பள்ளி கட்டிடங்கள் அனைத்தும் மத்திய அரசு நிதியில் தான் கட்டப்படுகிறதா?

அடப்பாவிங்களா,...

அப்போ மாநில அரசு கல்விக்காக செய்யும் செலவு என்ன?",ta,1,YouTurn,https://youturn.in/factcheck/aswathaman-spreads-lies-government-schools-built-with-union-government-funds.html,தமிழ்நாடு அரசு
மகளிர் உரிமைத் தொகை உள்ளிட்ட அரசு திட்டங்களுக்கு தேர்தல் முடியும் வரை தடை கோரி அதிமுக முன்னாள் அமைச்சர் சி.வி.சண்முகம் உயர்நீதிமன்றத்தில் மனு.,ta,3,Newschecker,https://newschecker.in/ta/fact-check-ta/cv-shanmugam-edited-news-card,தமிழ்நாடு அரசு
"தமிழ்நாட்டில் குண்டு வெடிப்பு பயங்கரவாத செயல்களை நடத்திட சதித்திட்டமா?

30 வருடம் தலைமறைவாக இருந்த பயங்கரவாதி அபுபக்கர் சித்திக் வீட்டிலிருந்து கைப்பற்றப்பட்ட வெடிகுண்டுகளை ஆந்திர போலீஸார் கைபற்றினர்.−செய்தி

தமிழ்நாடு போலீஸார் எங்க போனாங்க?

தேசிய புலனாய்வு அமைப்புக்கு NIA போலீசாருக்கு தமிழக அரசு ஒத்துழைப்பு கொடுக்காததால் ஆந்திராவிலிருந்து காவல்துறை வந்துள்ளது.

இதைப்பற்றி தமிழக ஊடகங்கள் விரிவான செய்திகளோ! விவாதங்களோ நடத்தவில்லை!",ta,2,YouTurn,https://www.youturn.in/factcheck/tnpolice-has-not-taken-any-action-to-arrest-terrorist-abubakar-siddique.html,தமிழ்நாடு அரசு
கன்னியாகுமரி கண்ணாடி பாலத்தில் நடக்க ஆளும் அரசு ரூ.300 வசூல் செய்கிறது.,ta,1,TeluguPost,https://www.telugupost.com/tamil-factcheck/are-any-fees-charged-to-walk-around-the-kanyakumari-glass-bridge-1581242,தமிழ்நாடு அரசு
என்னதான் செய்கிறீர்கள் அப்பாவும் மகனும் சேர்ந்து... இந்த அடிப்படை அறிவுகூட இல்லையாடா உங்களுக்கு…,ta,1,YouTurn,https://www.youturn.in/factcheck/tn-govt-has-not-provided-proper-maintenance-at-kalams-memorial.html,தமிழ்நாடு அரசு
"பெருமாள் கோவில் அறங்காவலராக இஸ்லாமியரை நியமித்த இந்து சமய அறநிலையத்துறை... இதுபோல் மசூதி பொறுப்புகளில் ஒரு இந்துவை தமிழக அரசு நியமிக்குமா? இது திட்டமிட்டு இந்து கோவில்களை அழிக்கும் முயற்சி..!! தஞ்சாவூர் மாவட்டம், பாபநாசம் தாலுகா நெடுந்தெரு கிராமத்தில் அமைந்துள்ள பழமை வாய்ந்த ராஜகோபால பெருமாள் கோவிலின் அறங்காவலராக நர்கீஸ் கான் என்கிற இஸ்லாமியரை இந்து சமய அறநிலையத்துறை அதிகாரிகள் நியமித்திருக்கிறார்கள்.",ta,1,YouTurn,https://www.youturn.in/factcheck/H-Raja-spread-a-rumor-that-a-Muslim-is-the-trustee-of-a-Perumal-temple.html,தமிழ்நாடு அரசு
"“கடந்தாண்டு மார்ச் 15ல் பிஎம்ஸ்ரீ பள்ளிகளை ஏற்றுக்கொள்வதாக தமிழக அரசு புரிந்துணர்வு ஒப்பந்தத்தில் கையெழுத்திட்டது"" - ஒன்றிய கல்வி அமைச்சர் தர்மேந்திர பிரதான்.

இதை செய்தி சரி பார்க்கும் “அறிஞர்கள் “ சரி பார்த்து உண்மையை விளக்குவார்களா.. ??",ta,1,YouTurn,https://www.youturn.in/factcheck/tn-accepted-to-sign-mou-of-pmshri-claimed-union-edu-minister-.html,தமிழ்நாடு அரசு
ஜெயலலிதா சொத்துக்களை தமிழ்நாடு அரசு மத்திய அரசிடம் ஒப்படைக்க வேண்டும் என பாஜக மாநிலத் தலைவர் அண்ணாமலை பேட்டி.,ta,1,Telugu Post,https://www.telugupost.com/tamil-factcheck/did-bjp-annamalai-say-that-jayalalithaas-properties-should-be-handed-over-to-the-union-government-1568405,தமிழ்நாடு அரசு
2025 ஜனவரி முதல் அனைத்து சனி ஞாயிறுகளிலும் அரசு விடுமுறை என்று தமிழக அரசு அறிவுப்பு @tenkasi_appatakkars #goverment #tamilnadu #news #shorts #memes #tenkasi #tenkasiappatakkars,ta,2,YouTurn,https://youturn.in/factcheck/all-saturday-sunday-holiday-in-2025.html,தமிழ்நாடு அரசு
"2025 ஜனவரி முதல் அனைத்து சனி, ஞாயிறுகளும் அரசு விடுமுறை என்று தமிழக அரசு அறிவிப்பு",ta,2,Newschecker,https://newschecker.in/ta/fact-check-ta/misleading-info-about-tn-go,தமிழ்நாடு அரசு
மேலவளவு கிராம பஞ்சாயத்து தலைவர் கொலை வழக்கில் சிறை சென்ற குற்றவாளிகள் 13 பேரை விடுதலை செய்த திமுக அரசு,ta,1,Newschecker,https://newschecker.in/ta/fact-check-ta/aiadmk-released-melavalavu-accuses,தமிழ்நாடு அரசு
தமிழக அரசு பள்ளியில் கிறிஸ்துவ போதனை,ta,2,Newschecker,https://newschecker.in/ta/fact-check-ta/old-video-viral-as-tn-school,தமிழ்நாடு அரசு
GST யினால் இலாபமா? இல்லை நஷ்டமா? நீங்களே யோசியுங்கள் தமிழ்நாட்டு மக்களே!!! எதையெல்லாம் தமிழ்நாடு அரசு எதிர்க்கிறதோ அதெல்லாம் மக்களுக்கு நல்ல திட்டங்களாக தான் இருக்கும்... VAT இங்கிற பெயரால் பல அடுக்குகளில் மக்களை குழம்ப வைத்து அதிக வரி வசூல் செய்தது யார் என்று தெரிந்து தெளியுங்கள்.,ta,2,YouTurn,https://youturn.in/factcheck/tax-comparison-between-NDA-and-upa-govt-is-misleading.html,தமிழ்நாடு அரசு
தமிழக அரசுக்கு 5 லட்சம் அபராதம் உச்சநீதிமன்றம் நெம்பர் ஒன் முதல்வருக்கு வந்த சோதனை.,ta,2,YouTurn,https://youturn.in/factcheck/supreme-court-fine-tamilnadu-government-old-news-recirculated.html,தமிழ்நாடு அரசு
மின்சார கட்டணத்தை உயர்த்தவிருக்கின்றது திமுக அரசு.,ta,1,Newschecker,https://newschecker.in/ta/fact-check-ta/electricity-bill-hike-misleading,தமிழ்நாடு அரசு
மதுரையில் AIIMS கட்ட தமிழ்நாடு அரசு ஜப்பான் JICA-விடம் கடன் வாங்க ஒப்பந்தம் செய்துள்ளது. அதனால்தான் மருத்துவமனை கட்ட தாமதமாகிறது. – நாராயணன் திருப்பதி (பாஜக),ta,1,YouTurn,https://youturn.in/factcheck/madurai-aiims-jica-loan-tn-govt-bjp.html,தமிழ்நாடு அரசு
"1977 ல் இருந்தே திராவிட அரசுகள் இதைத்தான் செய்கிறது, அதன் மூலம் இதுவரை 500 டன் தங்கம் உருக்கப்பட்டு வங்கியில் வைக்கப்பட்டு அதன் மூலம் அரசுக்கு 11 கோடிரூபாய் வட்டியாக வந்துள்ளது என்றும் தமிழகஅரசு நீதிமன்றத்தில் சொல்லியது. அதாவது ஒரு கிலோ தங்கத்தின் இன்றைய மதிப்பு ₹37,50,000 என்றால 500 டன் நகையின் மதிப்பு கிட்டத்தட்ட 2 லட்சம் கோடி. ஒரு ஆண்டுக்கு ₹7500 கோடி வட்டி வரும்போது 50 வருஷமாக ₹11 கோடி மட்டும் வட்டியாக வந்துள்ளது என்று அரசு பொய் சொல்கிறது.",ta,2,YouTurn,https://youturn.in/factcheck/tn-govt-melts-500-tonnes-of-gold-so-far-whatsapp-rumours.html,தமிழ்நாடு அரசு
"மத்திய அரசு வரி ரூ.16, தமிழக அரசு வரி ரூ.54; பெட்ரோல் பங்க்ல போர்டு வைக்க தமிழக அரசுக்கு தைரியம் இருக்கா? – பாஜக KP..ராமலிங்கம் கேள்வி",ta,1,YouTurn,https://youturn.in/factcheck/54-rupee-tax-on-petrol-in-tn.html,தமிழ்நாடு அரசு
1330 குறள்களையும் மனப்பாடமாக சொல்லும் மாணவர்களுக்கு ₹25000 பரிசாக அளிக்கின்றது தமிழக அரசு.,ta,1,Newschecker,https://newschecker.in/ta/fact-check-ta/1330-kural-%E2%82%B925000-partly-false,தமிழ்நாடு அரசு
2026ல் பாஜக ஆட்சி அமைந்தவுடன் வீட்டில் ஒருவருக்கு அரசு வேலை வழங்கப்படும் என்றார் அண்ணாமலை.,ta,1,Newschecker,https://newschecker.in/ta/fact-check-ta/annamalai-govt-job-partly-false,தமிழ்நாடு அரசு
இந்தக் கொடுமையைச் செய்றதுற்கு 20 கோடியை ஒதுக்கியிருக்கும் தமிழ்நாடு அரசை யாரும் கேள்வி கேட்பதில்லை!,ta,1,YouTurn,https://youturn.in/factcheck/stray-dog-tn-budget-20cr-video.html,தமிழ்நாடு அரசு
மத்திய அரசின் திட்டங்களுக்கு வேறொரு பெயரை வைத்து அறிவித்திருக்கிறார்கள்.,ta,1,YouTurn,https://youturn.in/factcheck/tn-budget-2024-copy-scheme-bjp.html,தமிழ்நாடு அரசு
"பள்ளிகளுக்கு 360 கோடி, திரைப்பட துறைக்கு 500 கோடி.",ta,2,YouTurn,https://youturn.in/factcheck/tn-budget-2023-school-cinema-fund.html,தமிழ்நாடு அரசு
தமிழ்நாடு அரசு கேட்கும் நிதியை தர முடியாது என்றார் பாஜக எம்எல்ஏ நயினார் நாகேந்திரன்,ta,1,Newschecker,https://newschecker.in/ta/fact-check-ta/relief-fund-nainar-nagendran-false,தமிழ்நாடு அரசு
தமிழ்நாடு அரசு வழங்கும் வெள்ள நிவாரணத் தொகையை பெறும் நாம் தமிழர் கட்சி உறுப்பினர்கள் எல்லோரும் அத்தொகையை நம் கட்சியின் திரள் நிதிக்கு அனுப்ப வேண்டும் என சீமான் வேண்டுகோள்,ta,1,Newschecker,https://newschecker.in/ta/fact-check-ta/fake-news-card-on-seeman-ntk,தமிழ்நாடு அரசு
"உங்கள் சொந்த கார்களை “வாடகை டாக்சி” ஆக்கலாம், தமிழக அரசு அனுமதி – மாலை மலர்",ta,2,YouTurn,https://youturn.in/factcheck/tn-govt-announces-passenger-vehicles-malaimalar.html,தமிழ்நாடு அரசு
தமிழ்நாடு அரசு அலுவலர் ஒன்றியத் தலைவர் சண்முகராஜன் . இவர் தான் கூட்டுறவு வருவாய் துறைக்கு வரவேண்டாம் என முதல்வரிடம் மனு அளித்தவர் . இது மக்களுக்கான திராவிட மாடல் அரசு,ta,1,YouTurn,https://youturn.in/factcheck/tamilnadu-govt-officer-attack-women.html,தமிழ்நாடு அரசு
M. No.393 இந்துமத சின்னம் மட்டுமே இதுவரை இருந்து வந்தது தமிழ்நாடு அரசு கெஜட்டில். இப்ப எப்படி பௌத்தமத சின்னம் வந்தது? ரொம்ப சிம்பிள்… இது சும்மா sample தான். இதற்கு அவ்வளவா எதிர்ப்பு இல்லைனா.. அடுத்து சிலுவையும் பிரையும் வைப்பானுங்க. அதன் முனடோட்டமே இந்த பௌத்த சின்னம்..,ta,1,YouTurn,https://youturn.in/factcheck/tn-hrce-department-logo-buddhist.html,தமிழ்நாடு அரசு
தோல்வியடைந்தது திமுகவின் உத்தரவு அனைத்து சாதியினரும் அர்ச்சகர் ஆகலாம் என்ற தமிழக அரசின் உத்தரவிற்கு இடைக்கால தடை விதித்தது சென்னை உயர்நீதிமன்றம். வழக்கு எண் ; WP 16287 /2021 & WMP 17241 / 2021…நீதிபதி அனிதா சுமந்த் அவர்கள் இடைக்கால தடை விதித்தார்.,ta,1,YouTurn,https://youturn.in/factcheck/archakar-posting-interim-injunction.html,தமிழ்நாடு அரசு
1970 இல் தமிழக அரசு மனோன்மணியம் சுந்தரனார் இயற்றிய பாடலின் இடையே உள்ள வரிகளை நீக்கி தமிழ்த்தாய் வாழ்த்தாக அறிவித்தது.,ta,0,YouTurn,https://youturn.in/factcheck/%E0%AE%A4%E0%AE%AE%E0%AE%BF%E0%AE%B4%E0%AF%8D%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%BE%E0%AE%AF%E0%AF%8D-%E0%AE%B5%E0%AE%BE%E0%AE%B4%E0%AF%8D%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AF%81-%E0%AE%A4%E0%AE%BF%E0%AE%B0.html,தமிழ்நாடு அரசு
அரசு நிர்ணயம் செய்த கல்வி கட்டணத்தை விட கூடுதல் கட்டணத்தை வசூல் செய்தால் மற்றும் வாங்கும் பணத்திற்கு முறையான பில் கொடுக்காத நிறுவனங்கள் மீது புகார் தெரிவிக்கலாம் தமிழக அரசு அறிவிப்பு! ஒவ்வொரு கல்வி நிறுவனங்களும் அரசு என்ன கட்டணம் நிர்ணயம் செய்ததை அரசு சார்பில் அறிவிப்பு பலகையில் ஒட்ட வேண்டும்.,ta,0,YouTurn,https://youturn.in/factcheck/institution-fees-complaint.html,தமிழ்நாடு அரசு
மத்திய அரசு 1 லிட்டர் பெட்ரோல் 59.94 ரூபாய்க்கு தமிழக அரசுக்கு கொடுக்கிறது திமுக தமிழக அரசு 100 ரூபாய்க்கு விற்பனை செய்கிறது,ta,1,YouTurn,https://youturn.in/factcheck/petrol-tax-tamilnadu-govt-vat.html,தமிழ்நாடு அரசு
புதிய இருசக்கர வாகனங்கள் விற்கும் போது 2 ஹெல்மெட்களை இலவசமாக வழங்க வேண்டும் என டீலர்களுக்கு தமிழக அரசு உத்தரவு.,ta,0,YouTurn,https://youturn.in/factcheck/tamilnadu-helmet-free.html,தமிழ்நாடு அரசு
பெட்ரோல் டீசல் மீதான வாட் வரியை உயர்த்தியது தமிழக அரசு !,ta,1,YouTurn,https://youturn.in/factcheck/petrol-tax-tamilnadu-govt-vat.html,தமிழ்நாடு அரசு
தமிழக அரசின் கோபுர சின்னம் மாற்றப்பட குழு அமைக்கப்படும் என்று உதயநிதி ஸ்டாலின் கூறியதாகப் பரவும் தகவல் குறித்த நியூஸ் கார்டு போலியானதாகும்.,ta,1,Newschecker,https://newschecker.in/ta/fact-check-ta/udayanidhi-stalin,தமிழ்நாடு அரசு
நீட் விவகாரத்தில் தமிழக அரசின் அவசர சட்டத்தை எதிர்த்து உச்ச நீதிமன்றத்தில் வழக்கு தொடர்வோம் – நளினி சிதம்பரம்,ta,1,YouTurn,https://youturn.in/factcheck/nalini-chidambaram-neet-dmk.html,தமிழ்நாடு அரசு
"வாகன ஓட்டுனர்களுக்கு, நிவாரண நிதியாக தமிழக அரசின் சார்பில் ரூ.1000 வழங்கப்பட இருப்பதாக தமிழக வாகன ஓட்டுனர்கள் மற்றும் தொழிலாளர்கள் நல சங்கத்தின் சார்பில் வெளியிடப்பட்ட அறிவிப்பு என்று பரவும் புகைப்படம் போலியானதாகும்.",ta,1,Newschecker,https://newschecker.in/ta/fact-check-ta/tndwwa,தமிழ்நாடு அரசு
மதுரையில் 100 கோடி மதிப்பில் தமிழன்னைக்கு சிலை அமைக்கும் திட்டம் தமிழக அரசால் கைவிடப்பட்டுள்ளது.,ta,0,YouTurn,https://youturn.in/factcheck/%E0%AE%A4%E0%AE%AE%E0%AE%BF%E0%AE%B4%E0%AE%A9%E0%AF%8D%E0%AE%A9%E0%AF%88%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81-%E0%AE%AA%E0%AE%BF%E0%AE%B0%E0%AE%AE%E0%AF%8D%E0%AE%AE%E0%AE%BE%E0%AE%A3%E0%AF%8D%E0%AE%9F.html,தமிழ்நாடு அரசு
"23.09.2014 தமிழக அரசு வெளியிட்ட அரசாணைப்படி சான்றிதழ்களின் நகல்களில் சான்றொப்பம்(attestation) அரசு அதிகாரிகளிடம் வாங்குவது மக்களுக்கும், அதிகாரிகளுக்கும் நேரம் விரயம் என்பதால் அரசு சார்ந்த வேலைகளுக்கு சுய சான்றொப்பம்(self-attestation) மட்டும் போதுமானது என அறிவித்துள்ளனர்.",ta,0,YouTurn,https://youturn.in/factcheck/self-attestation-interview-purpose.html,தமிழ்நாடு அரசு
திருட்டு திராவிட மாடல் அரசு உடனடியாக அகற்றப்பட வேண்டும்… இந்துக்கள் பெரும்பான்மையாக வாழும் தமிழகத்தில் அரசுப் பயணச்சீட்டு மூலம் கிருஸ்துவ மதமாற்றத்திற்கு தொடர்ந்து உதவி வருவது மிகவும் வேதனையான விஷயம்..!,ta,2,YouTurn,https://youturn.in/factcheck/tn-govt-bus-ticket-christian-campaign.html,தமிழ்நாடு அரசு
ஈழத் தமிழர்களுக்கு தரும் இலவசங்களை தமிழக அரசு நிறுத்த வேண்டும் என்றார் சீமான்,ta,1,Newschecker,https://newschecker.in/ta/news-ta/seeman-never-opposed-eelam-free-aid,தமிழ்நாடு அரசு
"திருமணத்திற்குத் தாலிக்கு தங்கம் இல்லை ! கோவில்களில் கல்யாணம் செய்ய அனுமதியும் ௫50,000 மும் வசுலிக்கும் இந்த விடியா அரசு, திருமணத்திற்கும் எதிரான அரசு !!",ta,1,YouTurn,https://youturn.in/factcheck/hindu-marriage-50000-scheme.html,தமிழ்நாடு அரசு
தமிழக அரசு ஊழியர்களின் ஓய்வு வயது 58 ஆக குறைப்பு என்பதாக தமிழ்நாடு அரசு அறிவிப்பு வெளியிட்டதாகப் பரவுகின்ற நியூஸ் கார்டு போலியானதாகும்.,ta,1,Newschecker,https://newschecker.in/ta/fact-check-ta/retirement-age,தமிழ்நாடு அரசு
தமிழக அரசின் கொரோனா உதவி தொகை பெற்ற மூதாட்டியை புகைப்படம் எடுத்து புகழ் பெற்ற கன்னியாகுமரியை சேர்ந்த புகைப்பட கலைஞர் ஸ்டாலின் ஜேக்கப் இன்று விபத்தில் காலமானார்.,ta,1,Youturn | fact check,https://youturn.in/factcheck/photographer-stalin-jacob-picture.html,தமிழ்நாடு அரசு
தமிழக அரசு சின்னத்தில் இருந்த ” வாய்மையே வெல்லும்” என்ற தமிழ் சொற்கள் நீக்கம்,ta,1,YouTurn,https://youturn.in/factcheck/tamilnadu-emblem-tamil-remove.html,தமிழ்நாடு அரசு
நீட் விவகாரத்தில் தமிழக அரசுக்கு எதிராக உச்ச நீதிமன்றத்தில் வழக்கு தொடர்வோம் என்று நளினி சிதம்பரம் கூறியதாகப் பரவும் செய்தி பழையதாகும்.,ta,2,Newschecker,https://newschecker.in/ta/fact-check-ta/neet-2,தமிழ்நாடு அரசு
திமுக ஆட்சியில் அரசு பேருந்து படிக்கட்டு உடைந்ததாக பரவும் படம்,ta,2,Newschecker,https://newschecker.in/ta/fact-check-ta/govt-bus-footboard-broken-old-photo,தமிழ்நாடு அரசு
இந்துக்கள் பெரும்பான்மையாக வாழும் தமிழகத்தில் அரசுப் பயணச்சீட்டு மூலம் கிருஸ்துவ மதமாற்றத்திற்கு தொடர்ந்து உதவி வருவது மிகவும் வேதனையான விஷயம்,ta,2,Newschecker,https://newschecker.in/ta/fact-check-ta/viral-private-ticket-image-spread-as-tamil-nadu-government-bus-ticket,தமிழ்நாடு அரசு
"கட்டணமில்லா பேருந்து ரத்து, அரசு பஸ் கட்டணம் உயர்வு. அடுத்தடுத்து ஷாக் கொடுக்கும் விடியல் அரசு.",ta,1,YouTurn,https://youturn.in/factcheck/women-free-bus-travel-bjp-admk.html,தமிழ்நாடு அரசு
"பெண்களுக்கு ஆபத்து நேரங்களில் உதவி செய்யவும், பாதுகாப்பு தரவும் தமிழக அரசு 181 ஹெல்ப்லைன் சேவையை தொடங்கியுள்ளது.",ta,0,YouTurn,https://youturn.in/factcheck/women-helpline-number.html,தமிழ்நாடு அரசு
குடும்ப அட்டைக்கு ரூ.1000 வழங்குவது சாத்தியமில்லை என தமிழக அரசு அறிவிப்பு !,ta,1,YouTurn,https://youturn.in/factcheck/ration-card-1000rs-tn-govt.html,தமிழ்நாடு அரசு
"அவசர தகவல் தயவுசெய்து கவனிக்கவும். உங்களுக்கு அழைப்பு வந்து, நீங்கள் கொரோனா தடுப்பூசி எடுத்துள்ளீர்களா என்று கேட்டால், 1ஐ அழுத்தவும். இல்லையென்றால், 2 ஐ அழுத்துவதற்கான விருப்பம் உங்களுக்கு வழங்கப்படும். ஆனால் நீங்கள் ஒன்று அல்லது இரண்டு எண்களை அழுத்தினால், உங்கள் மொபைல் செயலிழந்து, உங்கள் வங்கி கணக்கு விவரங்கள் முழுவதும் மறைந்துவிடும், எனவே உடனடியாக அழைப்பை துண்டிக்கவும். முடிந்தவரை இந்த செய்தியை எல்லா இடங்களுக்கும் அனுப்புங்கள். எல்லா மொபைல்களிலும் விரைவாகப் பரவ வேண்டும். சைபர் கிரைம் போலீஸ்-",ta,1,YouTurn,https://youturn.in/factcheck/corona-vaccine-feedback-call-rumour.html,கொரோனா தடுப்பூசி
"ஊசி செலுத்தப்பட்டோருக்கு கொடிய எய்ட்ஸ் நோயை உண்டாகும் ஹெச்.ஐ.வி வைரஸ் இருப்பதாக சோதனைகள் காண்பித்தன. யாருக்கெல்லாம் ஊசி போட்டாங்களோ கொரோனா வைரஸ் கிட்ட இருந்து காப்பதும் தடுப்பூசி என மருத்துவர்கள், விஞ்ஞானிகள் சந்தோசம் அடைஞ்சாங்க. இந்த மாறி ஊசிப் போட்டவர்களுக்கு என்னென்ன பிரச்சனை ஏற்படுது என ஆய்வு செய்து பார்ப்பார்கள். அப்படி விஞ்ஞானிகளுக்கு என்ன தெரிய வந்தது.",ta,1,YouTurn,https://youturn.in/factcheck/corona-vaccine-aids-thanthitv.html,கொரோனா தடுப்பூசி
கொரோனா தடுப்பூசி போட்டவர்கள் இரண்டு ஆண்டுக்குள் இறந்து விடுவார்கள் என்று பிரெஞ்சு வைராலஜிஸ்ட் லூக் மாண்டாக்னியர் கூறினார்.,ta,1,Newschecker,https://newschecker.in/ta/coronavirus-ta/vaccinated-will-not-die-in-2-years,கொரோனா தடுப்பூசி
"Current prices இன் படி, 2013-14 இல் தமிழ்நாட்டின் தனிநபர் NSDP ₹ 1,16,960 ஆகவும், 2022-23 இல் ₹ 2,75,583 ஆகவும் இருந்தது. அதன்படி 10 ஆண்டுகளுக்கு இதன் CAGR சதவீதம் 8.94% ஆக உள்ளது. இதே போன்று Current prices இன் படி, 2013-14 இல் தேசிய அளவில் தனிநபர் மொத்த உள்நாட்டு உற்பத்தி (GDP per Capita) ₹ 74,920 ஆகவும், 2022-23ல் ₹ 1,96,983 ஆகவும் உள்ளது. அதன்படி 10 ஆண்டுகளுக்கு இதன் CAGR சதவீதம் 10.15% ஆக உள்ளது. இதிலிருந்து, தேசிய அளவில் தனிநபர் CAGR TN ஐ விட 1.21% அதிகமாக உள்ளது. – தமிழ்நாடு பாஜக மாநிலத் தலைவர் அண்ணாமலை",ta,2,YouTurn,https://youturn.in/factcheck/cagr-per-capita-at-a-national-level-is-higher-than-tn-annamalai-lies.html,இந்தியா பொருளாதாரம்
உலகின் அனைத்து முக்கிய பொருளாதாரங்களையும் விட இந்தியா மிகச் சிறப்பாக உள்ளது,ta,0,vishvasnews.com,https://www.vishvasnews.com/tamil/politics/https-www-vishvasnews-com-tamil-politics-fact-check-post-claiming-india-gdp-rate-projections-comparing-other-countries-is-misleading/,இந்தியா பொருளாதாரம்
மோடி அரசுக்கு எதிராக டெல்லியில் நடக்கும் போராட்டத்தில் கலந்து கொள்வதற்காக தனது 4 கோடி ரூபாய் மதிப்புமிக்க ரேஞ்சி ரோவர் காரில் வந்து இறங்கிய எழை விவசாயி. விவசாய சட்டங்களை திரும்ப பெற வேண்டும் என்று அப்போது போராடினார்கள் கடைசியில் திரும்பவும் பெற்றார்கள்.. இப்போது அந்த விவசாய சட்டங்களில் சொல்லியிருந்த சில திட்டங்களை கொண்டு வாருங்கள் என்கிறார்கள் .,ta,1,YouTurn,https://youturn.in/factcheck/delhi-farmers-protest-range-rover-car.html,விவசாயி போராட்டம்
"விவசாயிகள் என்ற போர்வையில் உலா வரும் பிரோகர்கள் தங்கள் டிராக்டரின் கீழ் ஒரு போலீஸ் அதிகாரியை நசுக்கினர். அப்பாவை இழந்து, மகனை இழந்து, கணவனை இழந்த அந்த குடும்பம் எவ்வளவு கஷ்டபடும்.",ta,1,YouTurn,https://youturn.in/factcheck/delhi-farmers-protest-old-videos.html,விவசாயி போராட்டம்
"60% விவசாயிகள் மோடி அமைதியாக இருப்பதாலும், அவர்களை அவமரியாதை செய்வதாலும் அதிருப்தி அடைந்துள்ளனர். இந்தியாவின் முக்கிய பிரச்சனையை அவர் புறக்கணிக்கிறார். டெல்லி எல்லையில் மொபைல் டவர்கள் முடக்கப்பட்டுள்ளன.",ta,1,YouTurn,https://youturn.in/factcheck/delhi-farmers-protest-crowd-video.html,விவசாயி போராட்டம்
"டில்லி பார்டரில் தர்ணா செய்ய மாத சம்பளம். புரோக்கர்கள் 35000 பேச, விவசாயி 40,000 கேட்க, உனக்கு இங்கு சாப்பாடு, தண்ணி என வசதிகள் தருகிறோம். அங்கு உன் வயலில் ஆட்களும் வேலை செய்கிறார்கள். அப்போது எதற்கு ரூ 40,000 பேரம் பேசுகிறாய் என கூறி புரோக்கர் விவசாயி கழுத்தை பிடிக்கிறான். இவர்கள் திட்டமே மோடி எதிர்ப்பு மட்டுமே..",ta,1,YouTurn,https://youturn.in/factcheck/an-old-funny-video-of-a-tractor-deal-shared-as-farmers-protest.html,விவசாயி போராட்டம்
"முழுக்கமுழுக்க தேசபிரிவினைவாதிகள் சட்ட விரோத ஊடுருவல்காரர்கள் தீவிரவாதிகள் இவர்களை ஒருங்கிணைத்து தேசத்திற்கு எதிராக போராடும் கம்யூனிஸ்ட் கட்சிகளை தடை செய். பஞ்சாப் விவசாயி பாக்கிஸ்தான் கொடி, பாக்கிஸ்தான் ஜிந்தாபாத் டர்பன் கட்டினால் சீக்கியரா மண்டைய மறைச்சாலும் கொண்டைய மறைக்க மறந்துடுறீங்களே குல்லா பாய்ஸ்.",ta,1,YouTurn,https://youturn.in/factcheck/farmers-protest-pro-pakistan-flag.html,விவசாயி போராட்டம்
ஹரியானா எல்லையில் போராட்டத்தில் ஈடுபட்டிருக்கும் போலியான காலிஸ்தான் விவசாயிகள் மசூதியில் நவாஸ் ஓதுவதைக் காணுங்கள். இவர்கள் சீக்கிய வேஷம் போட்ட முஸ்லீம்களா அல்லது இவர்கள் இஸ்லாத்தை ஏற்றுக்கொண்ட சீக்கியர்களா? ஆச்சரியமாக இருக்கிறது..,ta,1,YouTurn,https://youturn.in/factcheck/nihang-sikhs-farmers-offering-namaz-fake-news.html,விவசாயி போராட்டம்
டேய் Mercedes G wagonஐ கொண்டாந்து நிறுத்தி கார்பரேட்டை எதிர்ப்பது எல்லாம் வேற லெவல்ல போறிங்க டா.. அந்த வண்டியின் தோராய விலை ₹2 கோடி.. வாங்கடா ஏழைகளா,ta,1,YouTurn,https://youturn.in/factcheck/farmers-protest-mercedes-benz-car.html,விவசாயி போராட்டம்
"ஜெய் இஸ்ரேல்

தீவிரவாதிகளுக்கு பாலாஷ்தீனம் அடைக்கலம் கொடுத்ததால் தான் இன்று இஸ்ரேல் வச்சு செய்றான்...

தமிழ்நாட்டில் தீவிரவாதிகளுக்கு நாம் இடம் கொடுத்தால் நாளைக்கு தமிழ்நாடு சுடுகாடு ஆகும்…",ta,1,YouTurn,https://youturn.in/factcheck/iran-video-goes-viral-claiming-israel-is-attacking-palestine.html,இஸ்ரேல் பாலஸ்தீனம்
